url;service;location;distance_km;travel_fee_kgs;price_min_kgs;price_max_kgs
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-semeonovka/";"Замена проводки в частном доме";"Семёновка";"38";"500";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-grigorievka/";"Замена проводки в частном доме";"Григорьевка";"42";"500";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-barskoon/";"Замена проводки в частном доме";"Барскоон";"52";"600";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-tepke/";"Замена проводки в частном доме";"Тепке";"55";"600";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-ichke-dzhergez/";"Замена проводки в частном доме";"Ичке-Джергез";"58";"600";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-ak-suu/";"Замена проводки в частном доме";"Ак-Суу (Теплоключенка)";"60";"600";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-zhergez/";"Замена проводки в частном доме";"Жергез";"63";"600";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-kyzyl-suu/";"Замена проводки в частном доме";"Кызыл-Суу";"66";"800";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-balykchy/";"Замена проводки в частном доме";"Балыкчы";"72";"800";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-karakol/";"Замена проводки в частном доме";"Каракол";"95";"1000";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-baktuu-dolonotu/";"Замена розетки";"Бактуу-Долоноту";"6";"200";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-bosteri/";"Замена розетки";"Бостери";"8";"200";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-kara-oy/";"Замена розетки";"Кара-Ой";"12";"200";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-sary-oy/";"Замена розетки";"Сары-Ой";"14";"200";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-temirovka/";"Замена розетки";"Темировка";"15";"300";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-tamchy/";"Замена розетки";"Тамчы";"16";"300";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-baetovka/";"Замена розетки";"Баетовка";"17";"300";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-chok-tal/";"Замена розетки";"Чок-Тал";"18";"300";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-zharkynbaevo/";"Замена розетки";"Жаркынбаево";"19";"300";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-bulan-segettu/";"Замена розетки";"Булан-Сегетту";"20";"300";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-chet-baysoorun/";"Замена розетки";"Чет-Байсоорун";"21";"400";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-oy-terek/";"Замена розетки";"Ой-Терек";"22";"400";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-kyzyl-oryuk/";"Замена розетки";"Кызыл-Орюк";"23";"400";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-karool-debe/";"Замена розетки";"Кароол-Дёбё";"24";"400";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-kosh-kel/";"Замена розетки";"Кош-Кёль";"24";"400";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-kok-debe/";"Замена розетки";"Кёк-Дёбё";"25";"400";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-korumdu/";"Замена розетки";"Корумду";"25";"400";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-kashat/";"Замена розетки";"Кашат";"26";"400";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-grigorievskaya-pristan/";"Замена розетки";"Григорьевская пристань";"28";"400";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-toru-aygyr/";"Замена розетки";"Тору-Айгыр";"28";"400";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-kodzhoyar/";"Замена розетки";"Коджояр";"29";"400";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-ananevo/";"Замена розетки";"Ананьево";"33";"500";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-semeonovka/";"Замена розетки";"Семёновка";"38";"500";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-grigorievka/";"Замена розетки";"Григорьевка";"42";"500";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-barskoon/";"Замена розетки";"Барскоон";"52";"600";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-tepke/";"Замена розетки";"Тепке";"55";"600";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-ichke-dzhergez/";"Замена розетки";"Ичке-Джергез";"58";"600";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-ak-suu/";"Замена розетки";"Ак-Суу (Теплоключенка)";"60";"600";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-zhergez/";"Замена розетки";"Жергез";"63";"600";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-kyzyl-suu/";"Замена розетки";"Кызыл-Суу";"66";"800";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-balykchy/";"Замена розетки";"Балыкчы";"72";"800";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-rozetki-v-karakol/";"Замена розетки";"Каракол";"95";"1000";"250";"600"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-baktuu-dolonotu/";"Сборка электрощита";"Бактуу-Долоноту";"6";"200";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-bosteri/";"Сборка электрощита";"Бостери";"8";"200";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-kara-oy/";"Сборка электрощита";"Кара-Ой";"12";"200";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-sary-oy/";"Сборка электрощита";"Сары-Ой";"14";"200";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-temirovka/";"Сборка электрощита";"Темировка";"15";"300";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-tamchy/";"Сборка электрощита";"Тамчы";"16";"300";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-baetovka/";"Сборка электрощита";"Баетовка";"17";"300";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-chok-tal/";"Сборка электрощита";"Чок-Тал";"18";"300";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-zharkynbaevo/";"Сборка электрощита";"Жаркынбаево";"19";"300";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-bulan-segettu/";"Сборка электрощита";"Булан-Сегетту";"20";"300";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-chet-baysoorun/";"Сборка электрощита";"Чет-Байсоорун";"21";"400";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-oy-terek/";"Сборка электрощита";"Ой-Терек";"22";"400";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-kyzyl-oryuk/";"Сборка электрощита";"Кызыл-Орюк";"23";"400";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-karool-debe/";"Сборка электрощита";"Кароол-Дёбё";"24";"400";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-kosh-kel/";"Сборка электрощита";"Кош-Кёль";"24";"400";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-kok-debe/";"Сборка электрощита";"Кёк-Дёбё";"25";"400";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-korumdu/";"Сборка электрощита";"Корумду";"25";"400";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-kashat/";"Сборка электрощита";"Кашат";"26";"400";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-grigorievskaya-pristan/";"Сборка электрощита";"Григорьевская пристань";"28";"400";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-toru-aygyr/";"Сборка электрощита";"Тору-Айгыр";"28";"400";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-kodzhoyar/";"Сборка электрощита";"Коджояр";"29";"400";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-ananevo/";"Сборка электрощита";"Ананьево";"33";"500";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-semeonovka/";"Сборка электрощита";"Семёновка";"38";"500";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-grigorievka/";"Сборка электрощита";"Григорьевка";"42";"500";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-barskoon/";"Сборка электрощита";"Барскоон";"52";"600";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-tepke/";"Сборка электрощита";"Тепке";"55";"600";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-ichke-dzhergez/";"Сборка электрощита";"Ичке-Джергез";"58";"600";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-ak-suu/";"Сборка электрощита";"Ак-Суу (Теплоключенка)";"60";"600";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-zhergez/";"Сборка электрощита";"Жергез";"63";"600";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-kyzyl-suu/";"Сборка электрощита";"Кызыл-Суу";"66";"800";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-balykchy/";"Сборка электрощита";"Балыкчы";"72";"800";"6000";"28000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/sborka-elektroshchita-v-karakol/";"Сборка электрощита";"Каракол";"95";"1000";"6000";"28000"
